Title,Authors,Abstract,Published Year,Published Month,Journal,Volume,Issue,Pages,Accession Number,DOI,Ref,Covidence #,Study,Notes,Tags
A Data-Driven Approach to Predicting Septic Shock in the Intensive Care Unit,"Yee, Christopher R.; Narain, Niven R.; Akmaev, Viatcheslav R.; Vemulapalli, Vijetha","Early diagnosis of sepsis and septic shock has been unambiguously linked to lower mortality and better patient outcomes. Despite this, there is a strong unmet need for a reliable clinical tool that can be used for large-scale automated screening to identify high-risk patients. We addressed the following questions: Can a novel algorithm to identify patients at high risk of septic shock 24 hours before diagnosis be discovered using available clinical data? What are performance characteristics of this predictive algorithm? Can current metrics for evaluation of sepsis be improved using novel algorithm? Publicly available data from the intensive care unit setting was used to build septic shock and control patient cohorts. Using Bayesian networks, causal relationships between diagnosis groups, procedure groups, laboratory results, and demographic data were inferred. Predictive model for septic shock 24 hours prior to digital diagnosis was built based on inferred causal networks. Sepsis risk scores were augmented by de novo inferred model and performance was evaluated. A novel predictive model to identify high-risk patients 24 hours ahead of time, with area under curve of 0.81, negative predictive value of 0.87, and a positive predictive value as high as 0.65 was built. The specificity of quick sequential organ failure assessment, systemic inflammatory response syndrome, and modified early warning score was improved when augmented with the novel model, whereas no improvements were made to the sequential organ failure assessment score. We used a data-driven, expert knowledge agnostic method to build a screening algorithm for early detection of septic shock. The model demonstrates strong performance in the data set used and provides a basis for expanding this work toward building an algorithm that is used to screen patients based on electronic medical record data in real time. Copyright © The Author(s) 2019.",2019,,Biomedical informatics insights,11,,1178222619885147,,https://dx.doi.org/10.1177/1178222619885147,,#4584,Yee 2019,"",""
Sepsis Prediction and Vital Signs Ranking in Intensive Care Unit Patients,"Mitra, Avijit; Ashraf, Khalid","We study multiple rule-based and machine learning (ML) models for sepsis detection. We report the first neural network detection and prediction results on three categories of sepsis. We have used the retrospective Medical Information Mart for Intensive Care (MIMIC)-III dataset, restricted to intensive care unit (ICU) patients. Features for prediction were created from only common vital sign measurements. We show significant improvement of AUC score using neural network based ensemble model compared to single ML and rule-based models. For the detection of sepsis, severe sepsis, and septic shock, our model achieves an AUC of 0.97, 0.96 and 0.91, respectively. Four hours before the positive hours, it predicts the same three categories with an AUC of 0.90, 0.91 and 0.90 respectively. Further, we ranked the features and found that using six vital signs consistently provides higher detection and prediction AUC for all the models tested. Our novel ensemble model achieves highest AUC in detecting and predicting sepsis, severe sepsis, and septic shock in the MIMIC-III ICU patients, and is amenable to deployment in hospital settings.",2018,,,,,,,,,#27,Mitra 2018,"",""
Machine learning methods for septic shock prediction,"Darwiche, A.; Mukherjee, S.; University of, Tsukuba","Sepsis is an organ dysfunction life-threatening disease that is caused by a dysregulated body response to infection. Sepsis is difficult to detect at an early stage, and when not detected early, is difficult to treat and results in high mortality rates. Developing improved methods for identifying patients in high risk of suffering septic shock has been the focus of much research in recent years. This paper develops an improved method for septic shock prediction. Using the data from the MMIC-III database, an ensemble classifier is trained to identify high-risk patients. A robust prediction model is built by obtaining a risk score from fitting the Cox Hazard model on multiple input features. The score is added to the list of features and the Random Forest ensemble classifier is trained to produce the model. The Cox Enhanced Random Forest (CERF) proposed method is evaluated by comparing its predictive accuracy to those of extant methods. © 2018 Association for Computing Machinery.",2018,,"2018 International Conference on Artificial Intelligence and Virtual Reality, AIVR 2018",,,104-110,,10.1145/3293663.3293673,,#5583,Darwiche 2018,"Finneas Catling (2022-03-23 07:01:59)(Included): Similar experimental setup used in their later paper: Darwiche A, EL-Geneidy A, Mukherjee S. Improving Septic Shock Prediction with AdaBoost and Cox Regression Model. In: 2021 IEEE International Conference on Consumer Electronics and Computer Engineering (ICCECE). 2021. 522–7. (also included); ",""
Learning to Treat Hypotensive Episodes in Sepsis Patients Using a Counterfactual Reasoning Framework,"Jeter, R.; Lehman, L. W.; Josef, C.; Shashikumar, S.; Nemati, S.","The optimal treatment strategy for volume resuscitation and vasopressor dosing to combat hypotensive episodes in septic patients remains a subject of ongoing controversy and can vary from clinician to clinician. We develop a machine learning approach to guide a fluid and vasopressor dosing strategy that adapts to patient-specific clinical states to improve the survival of septic patients. We adopt a model-free reinforcement learning (RL) framework in a continuous action space with a clinically significant reward function, and use a Switching Generalized Linear Model (SGLM) to characterize patient-specific clinical states. We use retrospective data from the MIMIC III database to train this model to learn volume resuscitation and vasopressor dosing strategies among the 5,366 patients (totalling 352,328 unique hourly measurements) with ICU-onset sepsis or septic shock, as diagnosed by the Sepsis-3 definition. The RL agent receives short- and long-term rewards associated with optimizing in-hospital survival and avoiding end-organ damage to learn volume resuscitation and vasopressor dosing strategies. On average, the RL agent learns to resuscitate patients earlier than clinicians with a fluid bolus (one hour vs. four hours after the diagnosis of sepsis), and improves the expected survival by approx 3%. Our preliminary results indicate that adherence to RL-based individualized fluid and vasopressor dosing recommendations is associated with a significant mortality reduction in septic patients, even after adjusting for severity of illness.",2021,,,,,,,,,#6117,Jeter 2021,"",""
Norepinephrine weaning in septic shock patients by closed loop control based on fuzzy logic,"Merouani, Mehdi; Lapostolle, Frederic; Adnet, Frederic; Guignard, Bruno; Vincent, Francois; Karoubi, Philippe; Fosse, Jean-Philippe; Cohen, Yves; Clec'h, Christophe; Borron, Stephen W.; Vicaut, Eric; Marbeuf-Gueye, Carole","Introduction: The rate of weaning of vasopressors drugs is usually an empirical choice made by the treating in critically ill patients. We applied fuzzy logic principles to modify intravenous norepinephrine (noradrenaline) infusion rates during norepinephrine infusion in septic patients in order to reduce the duration of shock. Method(s): Septic patients were randomly assigned to norepinephrine infused either at the clinician's discretion (control group) or under closed-loop control based on fuzzy logic (fuzzy group). The infusion rate changed automatically after analysis of mean arterial pressure in the fuzzy group. The primary end-point was time to cessation of norepinephrine. The secondary end-points were 28-day survival, total amount of norepinephine infused and duration of mechanical ventilation. Result(s): Nineteen patients were randomly assigned to fuzzy group and 20to control group. Weaning of norepinephrine was achieved in 18 of the 20 control patients and in all 19 fuzzy group patients. Median (interquartile range) duration of shock was significantly shorter in the fuzzy group than in the control group (28.5 [20.5 to 42] hours versus 57.5 [43.7 to 117.5] hours; P < 0.0001). There was no significant difference in duration of mechanical ventilation or survival at 28 days between the two groups. The median (interquartile range) total amount of norepinephrine infused during shock was significantly lower in the fuzzy group than in the control group (0.6 [0.2 to 1.0] mug/kg versus 1.4 [0.6 to 2.7] mug/kg; P < 0.01). Conclusion(s): Our study has shown are duction in norepinephrine weaning duration in septic patients enrolled in the fuzzy group. We attribute this reduction to fuzzy control of norepinephrine infusion. © 2008 Merouani et al.; licensee BioMed Central Ltd.",2008,,Critical Care,12,6,R155,,http://dx.doi.org/10.1186/cc7149,,#1201,Merouani 2008,"",""
Data-driven discovery of a novel sepsis pre-shock state predicts impending septic shock in the ICU,"Greenstein, Joseph L.; Granite, Stephen J.; Liu, Ran; Sarma, Sridevi V.; Winslow, Raimond L.; Fackler, James C.; Bembea, Melania M.","Septic shock is a life-threatening condition in which timely treatment substantially reduces mortality. Reliable identification of patients with sepsis who are at elevated risk of developing septic shock therefore has the potential to save lives by opening an early window of intervention. We hypothesize the existence of a novel clinical state of sepsis referred to as the ""pre-shock"" state, and that patients with sepsis who enter this state are highly likely to develop septic shock at some future time. We apply three different machine learning techniques to the electronic health record data of 15,930 patients in the MIMIC-III database to test this hypothesis. This novel paradigm yields improved performance in identifying patients with sepsis who will progress to septic shock, as defined by Sepsis- 3 criteria, with the best method achieving a 0.93 area under the receiver operating curve, 88% sensitivity, 84% specificity, and median early warning time of 7hours. Additionally, we introduce the notion of patient-specific positive predictive value, assigning confidence to individual predictions, and achieving values as high as 91%. This study demonstrates that early prediction of impending septic shock, and thus early intervention, is possible many hours in advance.",2019,,Scientific reports,9,1,6145,,http://dx.doi.org/10.1038/s41598-019-42637-5,,#3070,Greenstein 2019,"",""
Optimizing Sequential Medical Treatments with Auto-Encoding Heuristic Search in POMDPs,"Li, Luchen; Komorowski, Matthieu; Faisal, Aldo A.","Health-related data is noisy and stochastic in implying the true physiological states of patients, limiting information contained in single-moment observations for sequential clinical decision making. We model patient-clinician interactions as partially observable Markov decision processes (POMDPs) and optimize sequential treatment based on belief states inferred from history sequence. To facilitate inference, we build a variational generative model and boost state representation with a recurrent neural network (RNN), incorporating an auxiliary loss from sequence auto-encoding. Meanwhile, we optimize a continuous policy of drug levels with an actor-critic method where policy gradients are obtained from a stablized off-policy estimate of advantage function, with the value of belief state backed up by parallel best-first suffix trees. We exploit our methodology in optimizing dosages of vasopressor and intravenous fluid for sepsis patients using a retrospective intensive care dataset and evaluate the learned policy with off-policy policy evaluation (OPPE). The results demonstrate that modelling as POMDPs yields better performance than MDPs, and that incorporating heuristic search improves sample efficiency.",2019,,,,,,,,,#49,Li 2019,"",""
Dose regulation model of norepinephrine based on LSTM network and clustering analysis in sepsis,"Liu, J.; Gong, M.; Guo, W.; Li, C.; Wang, H.; Zhang, S.; Nugent, C.","Sepsis is a life-threatening condition that arises when the body’s response to infection causes injury to its own tissues and organs. Despite the advancement of medical diagnosis and treatment technologies, the morbidity and mortality of sepsis are still relatively high. In this paper, a two-layer long short-term memory (LSTM) model is proposed to predict the dose of norepinephrine, in order to control the blood pressure of patients. The proposed modeling approach is evaluated using the MIMIC-III dataset, achieving higher performance. © 2020 The Authors. Published by Atlantis Press SARL.",2020,,International Journal of Computational Intelligence Systems,13,1,717-726,,10.2991/ijcis.d.200512.001,,#5871,Liu 2020,"",""
A self-supervised method for treatment recommendation in sepsis,"Zhu, S.; Pu, J.","Sepsis treatment is a highly challenging effort to reduce mortality in hospital intensive care units since the treatment response may vary for each patient. Tailored treatment recommendations are desired to assist doctors in making decisions efficiently and accurately. In this work, we apply a self-supervised method based on reinforcement learning (RL) for treatment recommendation on individuals. An uncertainty evaluation method is proposed to separate patient samples into two domains according to their responses to treatments and the state value of the chosen policy. Examples of two domains are then reconstructed with an auxiliary transfer learning task. A distillation method of privilege learning is tied to a variational auto-encoder framework for the transfer learning task between the low- and high-quality domains. Combined with the self-supervised way for better state and action representations, we propose a deep RL method called high-risk uncertainty (HRU) control to provide flexibility on the trade-off between the effectiveness and accuracy of ambiguous samples and to reduce the expected mortality. Experiments on the large-scale publicly available real-world dataset MIMIC-III demonstrate that our model reduces the estimated mortality rate by up to 2.3% in total, and that the estimated mortality rate in the majority of cases is reduced to 9.5%. © 2021, Zhejiang University Press.",2021,,Frontiers of Information Technology and Electronic Engineering,22,7,926-939,,10.1631/FITEE.2000127,,#6067,Zhu 2021,Zuzanna Bien (2021-12-02 03:13:37)(Select): the title does not correspond to the pdf link; ,""
The Artificial Intelligence Clinician learns optimal treatment strategies for sepsis in intensive care,"Gordon, Anthony C.; Komorowski, Matthieu; Celi, Leo A.; Badawi, Omar; Faisal, A. Aldo","Sepsis is the third leading cause of death worldwide and the main cause of mortality in hospitals1-3, but the best treatment strategy remains uncertain. In particular, evidence suggests that current practices in the administration of intravenous fluids and vasopressors are suboptimal and likely induce harm in a proportion of patients1,4-6. To tackle this sequential decision-making problem, we developed a reinforcement learning agent, the Artificial Intelligence (AI) Clinician, which extracted implicit knowledge from an amount of patient data that exceeds by many-fold the life-time experience of human clinicians and learned optimal treatment by analyzing a myriad of (mostly suboptimal) treatment decisions. We demonstrate that the value of the AI Clinician's selected treatment is on average reliably higher than human clinicians. In a large validation cohort independent of the training data, mortality was lowest in patients for whom clinicians' actual doses matched the AI decisions. Our model provides individualized and clinically interpretable treatment decisions for sepsis that could improve patient outcomes.Copyright © 2018, The Author(s), under exclusive licence to Springer Nature America, Inc.",2018,,Nature Medicine,24,11,1716-1720,,http://dx.doi.org/10.1038/s41591-018-0213-5,,#2777,Gordon 2018,"",""
Continuous State-Space Models for Optimal Sepsis Treatment - a Deep Reinforcement Learning Approach,"Raghu, Aniruddh; Komorowski, Matthieu; Celi, Leo Anthony; Szolovits, Peter; Ghassemi, Marzyeh","Sepsis is a leading cause of mortality in intensive care units (ICUs) and costs hospitals billions annually. Treating a septic patient is highly challenging, because individual patients respond very differently to medical interventions and there is no universally agreed-upon treatment for sepsis. Understanding more about a patient's physiological state at a given time could hold the key to effective treatment policies. In this work, we propose a new approach to deduce optimal treatment policies for septic patients by using continuous state-space models and deep reinforcement learning. Learning treatment policies over continuous spaces is important, because we retain more of the patient's physiological information. Our model is able to learn clinically interpretable treatment policies, similar in important aspects to the treatment policies of physicians. Evaluating our algorithm on past ICU patient data, we find that our model could reduce patient mortality in the hospital by up to 3.6% over observed clinical policies, from a baseline mortality of 13.7%. The learned treatment policies could be used to aid intensive care clinicians in medical decision making and improve the likelihood of patient survival.",2017,,,,,,,,,#19,Raghu 2017,"",""
Offline reinforcement learning with uncertainty for treatment strategies in sepsis,"Liu, Ran; Greenstein, Joseph L.; Fackler, James C.; Bergmann, Jules; Bembea, Melania M.; Winslow, Raimond L.","Guideline-based treatment for sepsis and septic shock is difficult because sepsis is a disparate range of life-threatening organ dysfunctions whose pathophysiology is not fully understood. Early intervention in sepsis is crucial for patient outcome, yet those interventions have adverse effects and are frequently overadministered. Greater personalization is necessary, as no single action is suitable for all patients. We present a novel application of reinforcement learning in which we identify optimal recommendations for sepsis treatment from data, estimate their confidence level, and identify treatment options infrequently observed in training data. Rather than a single recommendation, our method can present several treatment options. We examine learned policies and discover that reinforcement learning is biased against aggressive intervention due to the confounding relationship between mortality and level of treatment received. We mitigate this bias using subspace learning, and develop methodology that can yield more accurate learning policies across healthcare applications.",2021,,,,,,,,,#91,Liu 2021,"",""
Deep Reinforcement Learning for Sepsis Treatment,"Raghu, Aniruddh; Komorowski, Matthieu; Ahmed, Imran; Celi, Leo; Szolovits, Peter; Ghassemi, Marzyeh","Sepsis is a leading cause of mortality in intensive care units and costs hospitals billions annually. Treating a septic patient is highly challenging, because individual patients respond very differently to medical interventions and there is no universally agreed-upon treatment for sepsis. In this work, we propose an approach to deduce treatment policies for septic patients by using continuous state-space models and deep reinforcement learning. Our model learns clinically interpretable treatment policies, similar in important aspects to the treatment policies of physicians. The learned policies could be used to aid intensive care clinicians in medical decision making and improve the likelihood of patient survival.",2017,,,,,,,,,#18,Raghu 2017,"",""
Unifying Cardiovascular Modelling with Deep Reinforcement Learning for Uncertainty Aware Control of Sepsis Treatment,"Nanayakkara, Thesath; Clermont, Gilles; Langmead, Christopher James; Swigon, David","Sepsis is a potentially life threatening inflammatory response to infection or severe tissue damage. It has a highly variable clinical course, requiring constant monitoring of the patient's state to guide the management of intravenous fluids and vasopressors, among other interventions. Despite decades of research, there's still debate among experts on optimal treatment. Here, we combine for the first time, distributional deep reinforcement learning with mechanistic physiological models to find personalized sepsis treatment strategies. Our method handles partial observability by leveraging known cardiovascular physiology, introducing a novel physiology-driven recurrent autoencoder, and quantifies the uncertainty of its own results. Moreover, we introduce a framework for uncertainty aware decision support with humans in the loop. We show that our method learns physiologically explainable, robust policies that are consistent with clinical knowledge. Further our method consistently identifies high risk states that lead to death, which could potentially benefit from more frequent vasopressor administration, providing valuable guidance for future research",2021,,,,,,,,,#93,Nanayakkara 2021,"",""
